Date,DateKey,Calendar Year Number,Calendar Year,Calendar Year Quarter Number,Calendar Year Quarter,Calendar Year Month Number,Calendar Year Month,Month Number,Month,Day of Week Number,Day of Week,Fiscal Year Number,Fiscal Year,Fiscal Quarter Number,Fiscal Quarter,Fiscal Year Quarter Number,Fiscal Year Quarter,Fiscal Month Number,Fiscal Month,Working Day,Is Holiday,Holiday Name,Europe Season,North America Season,Asia Season
2009-11-11T00:00:00,20091111,2009,CY 2009,20094,Q4-2009,200911,November 2009,11,November,4,Wednesday,2010,FY 2010,2,Q2,20102,Q2-2010,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2009-11-12T00:00:00,20091112,2009,CY 2009,20094,Q4-2009,200911,November 2009,11,November,5,Thursday,2010,FY 2010,2,Q2,20102,Q2-2010,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2009-11-13T00:00:00,20091113,2009,CY 2009,20094,Q4-2009,200911,November 2009,11,November,6,Friday,2010,FY 2010,2,Q2,20102,Q2-2010,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2009-11-16T00:00:00,20091116,2009,CY 2009,20094,Q4-2009,200911,November 2009,11,November,2,Monday,2010,FY 2010,2,Q2,20102,Q2-2010,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2009-11-17T00:00:00,20091117,2009,CY 2009,20094,Q4-2009,200911,November 2009,11,November,3,Tuesday,2010,FY 2010,2,Q2,20102,Q2-2010,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2009-11-18T00:00:00,20091118,2009,CY 2009,20094,Q4-2009,200911,November 2009,11,November,4,Wednesday,2010,FY 2010,2,Q2,20102,Q2-2010,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2009-11-19T00:00:00,20091119,2009,CY 2009,20094,Q4-2009,200911,November 2009,11,November,5,Thursday,2010,FY 2010,2,Q2,20102,Q2-2010,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2009-11-20T00:00:00,20091120,2009,CY 2009,20094,Q4-2009,200911,November 2009,11,November,6,Friday,2010,FY 2010,2,Q2,20102,Q2-2010,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2009-11-23T00:00:00,20091123,2009,CY 2009,20094,Q4-2009,200911,November 2009,11,November,2,Monday,2010,FY 2010,2,Q2,20102,Q2-2010,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2009-11-24T00:00:00,20091124,2009,CY 2009,20094,Q4-2009,200911,November 2009,11,November,3,Tuesday,2010,FY 2010,2,Q2,20102,Q2-2010,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2009-11-25T00:00:00,20091125,2009,CY 2009,20094,Q4-2009,200911,November 2009,11,November,4,Wednesday,2010,FY 2010,2,Q2,20102,Q2-2010,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2009-11-26T00:00:00,20091126,2009,CY 2009,20094,Q4-2009,200911,November 2009,11,November,5,Thursday,2010,FY 2010,2,Q2,20102,Q2-2010,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2009-11-27T00:00:00,20091127,2009,CY 2009,20094,Q4-2009,200911,November 2009,11,November,6,Friday,2010,FY 2010,2,Q2,20102,Q2-2010,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2009-11-30T00:00:00,20091130,2009,CY 2009,20094,Q4-2009,200911,November 2009,11,November,2,Monday,2010,FY 2010,2,Q2,20102,Q2-2010,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2010-11-01T00:00:00,20101101,2010,CY 2010,20104,Q4-2010,201011,November 2010,11,November,2,Monday,2011,FY 2011,2,Q2,20112,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2010-11-02T00:00:00,20101102,2010,CY 2010,20104,Q4-2010,201011,November 2010,11,November,3,Tuesday,2011,FY 2011,2,Q2,20112,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2010-11-03T00:00:00,20101103,2010,CY 2010,20104,Q4-2010,201011,November 2010,11,November,4,Wednesday,2011,FY 2011,2,Q2,20112,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2010-11-04T00:00:00,20101104,2010,CY 2010,20104,Q4-2010,201011,November 2010,11,November,5,Thursday,2011,FY 2011,2,Q2,20112,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2010-11-05T00:00:00,20101105,2010,CY 2010,20104,Q4-2010,201011,November 2010,11,November,6,Friday,2011,FY 2011,2,Q2,20112,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2010-11-08T00:00:00,20101108,2010,CY 2010,20104,Q4-2010,201011,November 2010,11,November,2,Monday,2011,FY 2011,2,Q2,20112,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2010-11-09T00:00:00,20101109,2010,CY 2010,20104,Q4-2010,201011,November 2010,11,November,3,Tuesday,2011,FY 2011,2,Q2,20112,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2010-11-10T00:00:00,20101110,2010,CY 2010,20104,Q4-2010,201011,November 2010,11,November,4,Wednesday,2011,FY 2011,2,Q2,20112,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2010-11-11T00:00:00,20101111,2010,CY 2010,20104,Q4-2010,201011,November 2010,11,November,5,Thursday,2011,FY 2011,2,Q2,20112,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2010-11-12T00:00:00,20101112,2010,CY 2010,20104,Q4-2010,201011,November 2010,11,November,6,Friday,2011,FY 2011,2,Q2,20112,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2010-11-15T00:00:00,20101115,2010,CY 2010,20104,Q4-2010,201011,November 2010,11,November,2,Monday,2011,FY 2011,2,Q2,20112,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2010-11-16T00:00:00,20101116,2010,CY 2010,20104,Q4-2010,201011,November 2010,11,November,3,Tuesday,2011,FY 2011,2,Q2,20112,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2010-11-17T00:00:00,20101117,2010,CY 2010,20104,Q4-2010,201011,November 2010,11,November,4,Wednesday,2011,FY 2011,2,Q2,20112,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2010-11-18T00:00:00,20101118,2010,CY 2010,20104,Q4-2010,201011,November 2010,11,November,5,Thursday,2011,FY 2011,2,Q2,20112,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2010-11-19T00:00:00,20101119,2010,CY 2010,20104,Q4-2010,201011,November 2010,11,November,6,Friday,2011,FY 2011,2,Q2,20112,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2010-11-22T00:00:00,20101122,2010,CY 2010,20104,Q4-2010,201011,November 2010,11,November,2,Monday,2011,FY 2011,2,Q2,20112,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2010-11-23T00:00:00,20101123,2010,CY 2010,20104,Q4-2010,201011,November 2010,11,November,3,Tuesday,2011,FY 2011,2,Q2,20112,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2010-11-24T00:00:00,20101124,2010,CY 2010,20104,Q4-2010,201011,November 2010,11,November,4,Wednesday,2011,FY 2011,2,Q2,20112,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2010-11-25T00:00:00,20101125,2010,CY 2010,20104,Q4-2010,201011,November 2010,11,November,5,Thursday,2011,FY 2011,2,Q2,20112,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2010-11-26T00:00:00,20101126,2010,CY 2010,20104,Q4-2010,201011,November 2010,11,November,6,Friday,2011,FY 2011,2,Q2,20112,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2010-11-29T00:00:00,20101129,2010,CY 2010,20104,Q4-2010,201011,November 2010,11,November,2,Monday,2011,FY 2011,2,Q2,20112,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2010-11-30T00:00:00,20101130,2010,CY 2010,20104,Q4-2010,201011,November 2010,11,November,3,Tuesday,2011,FY 2011,2,Q2,20112,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2011-11-01T00:00:00,20111101,2011,CY 2011,20114,Q4-2011,201111,November 2011,11,November,3,Tuesday,2012,FY 2012,2,Q2,20122,Q2-2012,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2011-11-02T00:00:00,20111102,2011,CY 2011,20114,Q4-2011,201111,November 2011,11,November,4,Wednesday,2012,FY 2012,2,Q2,20122,Q2-2012,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2011-11-03T00:00:00,20111103,2011,CY 2011,20114,Q4-2011,201111,November 2011,11,November,5,Thursday,2012,FY 2012,2,Q2,20122,Q2-2012,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2011-11-04T00:00:00,20111104,2011,CY 2011,20114,Q4-2011,201111,November 2011,11,November,6,Friday,2012,FY 2012,2,Q2,20122,Q2-2012,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2011-11-07T00:00:00,20111107,2011,CY 2011,20114,Q4-2011,201111,November 2011,11,November,2,Monday,2012,FY 2012,2,Q2,20122,Q2-2012,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2011-11-08T00:00:00,20111108,2011,CY 2011,20114,Q4-2011,201111,November 2011,11,November,3,Tuesday,2012,FY 2012,2,Q2,20122,Q2-2012,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2011-11-09T00:00:00,20111109,2011,CY 2011,20114,Q4-2011,201111,November 2011,11,November,4,Wednesday,2012,FY 2012,2,Q2,20122,Q2-2012,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2011-11-10T00:00:00,20111110,2011,CY 2011,20114,Q4-2011,201111,November 2011,11,November,5,Thursday,2012,FY 2012,2,Q2,20122,Q2-2012,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2011-11-11T00:00:00,20111111,2011,CY 2011,20114,Q4-2011,201111,November 2011,11,November,6,Friday,2012,FY 2012,2,Q2,20122,Q2-2012,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2011-11-14T00:00:00,20111114,2011,CY 2011,20114,Q4-2011,201111,November 2011,11,November,2,Monday,2012,FY 2012,2,Q2,20122,Q2-2012,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2011-11-15T00:00:00,20111115,2011,CY 2011,20114,Q4-2011,201111,November 2011,11,November,3,Tuesday,2012,FY 2012,2,Q2,20122,Q2-2012,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2011-11-16T00:00:00,20111116,2011,CY 2011,20114,Q4-2011,201111,November 2011,11,November,4,Wednesday,2012,FY 2012,2,Q2,20122,Q2-2012,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2011-11-17T00:00:00,20111117,2011,CY 2011,20114,Q4-2011,201111,November 2011,11,November,5,Thursday,2012,FY 2012,2,Q2,20122,Q2-2012,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2011-11-18T00:00:00,20111118,2011,CY 2011,20114,Q4-2011,201111,November 2011,11,November,6,Friday,2012,FY 2012,2,Q2,20122,Q2-2012,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2011-11-21T00:00:00,20111121,2011,CY 2011,20114,Q4-2011,201111,November 2011,11,November,2,Monday,2012,FY 2012,2,Q2,20122,Q2-2012,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2011-11-22T00:00:00,20111122,2011,CY 2011,20114,Q4-2011,201111,November 2011,11,November,3,Tuesday,2012,FY 2012,2,Q2,20122,Q2-2012,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2011-11-23T00:00:00,20111123,2011,CY 2011,20114,Q4-2011,201111,November 2011,11,November,4,Wednesday,2012,FY 2012,2,Q2,20122,Q2-2012,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2011-11-24T00:00:00,20111124,2011,CY 2011,20114,Q4-2011,201111,November 2011,11,November,5,Thursday,2012,FY 2012,2,Q2,20122,Q2-2012,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2011-11-25T00:00:00,20111125,2011,CY 2011,20114,Q4-2011,201111,November 2011,11,November,6,Friday,2012,FY 2012,2,Q2,20122,Q2-2012,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2011-11-28T00:00:00,20111128,2011,CY 2011,20114,Q4-2011,201111,November 2011,11,November,2,Monday,2012,FY 2012,2,Q2,20122,Q2-2012,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2011-11-29T00:00:00,20111129,2011,CY 2011,20114,Q4-2011,201111,November 2011,11,November,3,Tuesday,2012,FY 2012,2,Q2,20122,Q2-2012,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2011-11-30T00:00:00,20111130,2011,CY 2011,20114,Q4-2011,201111,November 2011,11,November,4,Wednesday,2012,FY 2012,2,Q2,20122,Q2-2012,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
2005-12-03T00:00:00,20051203,2005,CY 2005,20054,Q4-2005,200512,December 2005,12,December,7,Saturday,2006,FY 2006,2,Q2,20062,Q2-2006,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2005-12-04T00:00:00,20051204,2005,CY 2005,20054,Q4-2005,200512,December 2005,12,December,1,Sunday,2006,FY 2006,2,Q2,20062,Q2-2006,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2005-12-10T00:00:00,20051210,2005,CY 2005,20054,Q4-2005,200512,December 2005,12,December,7,Saturday,2006,FY 2006,2,Q2,20062,Q2-2006,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2005-12-11T00:00:00,20051211,2005,CY 2005,20054,Q4-2005,200512,December 2005,12,December,1,Sunday,2006,FY 2006,2,Q2,20062,Q2-2006,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2005-12-17T00:00:00,20051217,2005,CY 2005,20054,Q4-2005,200512,December 2005,12,December,7,Saturday,2006,FY 2006,2,Q2,20062,Q2-2006,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2005-12-18T00:00:00,20051218,2005,CY 2005,20054,Q4-2005,200512,December 2005,12,December,1,Sunday,2006,FY 2006,2,Q2,20062,Q2-2006,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2005-12-24T00:00:00,20051224,2005,CY 2005,20054,Q4-2005,200512,December 2005,12,December,7,Saturday,2006,FY 2006,2,Q2,20062,Q2-2006,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2005-12-25T00:00:00,20051225,2005,CY 2005,20054,Q4-2005,200512,December 2005,12,December,1,Sunday,2006,FY 2006,2,Q2,20062,Q2-2006,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2005-12-31T00:00:00,20051231,2005,CY 2005,20054,Q4-2005,200512,December 2005,12,December,7,Saturday,2006,FY 2006,2,Q2,20062,Q2-2006,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2006-12-02T00:00:00,20061202,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,7,Saturday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2006-12-03T00:00:00,20061203,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,1,Sunday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2006-12-09T00:00:00,20061209,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,7,Saturday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2006-12-10T00:00:00,20061210,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,1,Sunday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2006-12-16T00:00:00,20061216,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,7,Saturday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2006-12-17T00:00:00,20061217,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,1,Sunday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2006-12-23T00:00:00,20061223,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,7,Saturday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2006-12-24T00:00:00,20061224,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,1,Sunday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2006-12-30T00:00:00,20061230,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,7,Saturday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2006-12-31T00:00:00,20061231,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,1,Sunday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2007-12-01T00:00:00,20071201,2007,CY 2007,20074,Q4-2007,200712,December 2007,12,December,7,Saturday,2008,FY 2008,2,Q2,20082,Q2-2008,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2007-12-02T00:00:00,20071202,2007,CY 2007,20074,Q4-2007,200712,December 2007,12,December,1,Sunday,2008,FY 2008,2,Q2,20082,Q2-2008,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2007-12-08T00:00:00,20071208,2007,CY 2007,20074,Q4-2007,200712,December 2007,12,December,7,Saturday,2008,FY 2008,2,Q2,20082,Q2-2008,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2007-12-09T00:00:00,20071209,2007,CY 2007,20074,Q4-2007,200712,December 2007,12,December,1,Sunday,2008,FY 2008,2,Q2,20082,Q2-2008,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2007-12-15T00:00:00,20071215,2007,CY 2007,20074,Q4-2007,200712,December 2007,12,December,7,Saturday,2008,FY 2008,2,Q2,20082,Q2-2008,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2007-12-16T00:00:00,20071216,2007,CY 2007,20074,Q4-2007,200712,December 2007,12,December,1,Sunday,2008,FY 2008,2,Q2,20082,Q2-2008,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2007-12-22T00:00:00,20071222,2007,CY 2007,20074,Q4-2007,200712,December 2007,12,December,7,Saturday,2008,FY 2008,2,Q2,20082,Q2-2008,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2007-12-23T00:00:00,20071223,2007,CY 2007,20074,Q4-2007,200712,December 2007,12,December,1,Sunday,2008,FY 2008,2,Q2,20082,Q2-2008,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2007-12-29T00:00:00,20071229,2007,CY 2007,20074,Q4-2007,200712,December 2007,12,December,7,Saturday,2008,FY 2008,2,Q2,20082,Q2-2008,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2007-12-30T00:00:00,20071230,2007,CY 2007,20074,Q4-2007,200712,December 2007,12,December,1,Sunday,2008,FY 2008,2,Q2,20082,Q2-2008,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2008-12-06T00:00:00,20081206,2008,CY 2008,20084,Q4-2008,200812,December 2008,12,December,7,Saturday,2009,FY 2009,2,Q2,20092,Q2-2009,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2008-12-07T00:00:00,20081207,2008,CY 2008,20084,Q4-2008,200812,December 2008,12,December,1,Sunday,2009,FY 2009,2,Q2,20092,Q2-2009,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2008-12-13T00:00:00,20081213,2008,CY 2008,20084,Q4-2008,200812,December 2008,12,December,7,Saturday,2009,FY 2009,2,Q2,20092,Q2-2009,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2008-12-14T00:00:00,20081214,2008,CY 2008,20084,Q4-2008,200812,December 2008,12,December,1,Sunday,2009,FY 2009,2,Q2,20092,Q2-2009,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2008-12-20T00:00:00,20081220,2008,CY 2008,20084,Q4-2008,200812,December 2008,12,December,7,Saturday,2009,FY 2009,2,Q2,20092,Q2-2009,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2008-12-21T00:00:00,20081221,2008,CY 2008,20084,Q4-2008,200812,December 2008,12,December,1,Sunday,2009,FY 2009,2,Q2,20092,Q2-2009,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2008-12-27T00:00:00,20081227,2008,CY 2008,20084,Q4-2008,200812,December 2008,12,December,7,Saturday,2009,FY 2009,2,Q2,20092,Q2-2009,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2008-12-28T00:00:00,20081228,2008,CY 2008,20084,Q4-2008,200812,December 2008,12,December,1,Sunday,2009,FY 2009,2,Q2,20092,Q2-2009,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2009-12-05T00:00:00,20091205,2009,CY 2009,20094,Q4-2009,200912,December 2009,12,December,7,Saturday,2010,FY 2010,2,Q2,20102,Q2-2010,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2009-12-06T00:00:00,20091206,2009,CY 2009,20094,Q4-2009,200912,December 2009,12,December,1,Sunday,2010,FY 2010,2,Q2,20102,Q2-2010,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2009-12-12T00:00:00,20091212,2009,CY 2009,20094,Q4-2009,200912,December 2009,12,December,7,Saturday,2010,FY 2010,2,Q2,20102,Q2-2010,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2009-12-13T00:00:00,20091213,2009,CY 2009,20094,Q4-2009,200912,December 2009,12,December,1,Sunday,2010,FY 2010,2,Q2,20102,Q2-2010,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2009-12-19T00:00:00,20091219,2009,CY 2009,20094,Q4-2009,200912,December 2009,12,December,7,Saturday,2010,FY 2010,2,Q2,20102,Q2-2010,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2009-12-20T00:00:00,20091220,2009,CY 2009,20094,Q4-2009,200912,December 2009,12,December,1,Sunday,2010,FY 2010,2,Q2,20102,Q2-2010,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2009-12-26T00:00:00,20091226,2009,CY 2009,20094,Q4-2009,200912,December 2009,12,December,7,Saturday,2010,FY 2010,2,Q2,20102,Q2-2010,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2009-12-27T00:00:00,20091227,2009,CY 2009,20094,Q4-2009,200912,December 2009,12,December,1,Sunday,2010,FY 2010,2,Q2,20102,Q2-2010,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2010-12-04T00:00:00,20101204,2010,CY 2010,20104,Q4-2010,201012,December 2010,12,December,7,Saturday,2011,FY 2011,2,Q2,20112,Q2-2011,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2010-12-05T00:00:00,20101205,2010,CY 2010,20104,Q4-2010,201012,December 2010,12,December,1,Sunday,2011,FY 2011,2,Q2,20112,Q2-2011,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2010-12-11T00:00:00,20101211,2010,CY 2010,20104,Q4-2010,201012,December 2010,12,December,7,Saturday,2011,FY 2011,2,Q2,20112,Q2-2011,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2010-12-12T00:00:00,20101212,2010,CY 2010,20104,Q4-2010,201012,December 2010,12,December,1,Sunday,2011,FY 2011,2,Q2,20112,Q2-2011,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2010-12-18T00:00:00,20101218,2010,CY 2010,20104,Q4-2010,201012,December 2010,12,December,7,Saturday,2011,FY 2011,2,Q2,20112,Q2-2011,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2010-12-19T00:00:00,20101219,2010,CY 2010,20104,Q4-2010,201012,December 2010,12,December,1,Sunday,2011,FY 2011,2,Q2,20112,Q2-2011,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2010-12-25T00:00:00,20101225,2010,CY 2010,20104,Q4-2010,201012,December 2010,12,December,7,Saturday,2011,FY 2011,2,Q2,20112,Q2-2011,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2010-12-26T00:00:00,20101226,2010,CY 2010,20104,Q4-2010,201012,December 2010,12,December,1,Sunday,2011,FY 2011,2,Q2,20112,Q2-2011,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2011-12-03T00:00:00,20111203,2011,CY 2011,20114,Q4-2011,201112,December 2011,12,December,7,Saturday,2012,FY 2012,2,Q2,20122,Q2-2012,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2011-12-04T00:00:00,20111204,2011,CY 2011,20114,Q4-2011,201112,December 2011,12,December,1,Sunday,2012,FY 2012,2,Q2,20122,Q2-2012,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2011-12-10T00:00:00,20111210,2011,CY 2011,20114,Q4-2011,201112,December 2011,12,December,7,Saturday,2012,FY 2012,2,Q2,20122,Q2-2012,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2011-12-11T00:00:00,20111211,2011,CY 2011,20114,Q4-2011,201112,December 2011,12,December,1,Sunday,2012,FY 2012,2,Q2,20122,Q2-2012,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2011-12-17T00:00:00,20111217,2011,CY 2011,20114,Q4-2011,201112,December 2011,12,December,7,Saturday,2012,FY 2012,2,Q2,20122,Q2-2012,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2011-12-18T00:00:00,20111218,2011,CY 2011,20114,Q4-2011,201112,December 2011,12,December,1,Sunday,2012,FY 2012,2,Q2,20122,Q2-2012,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2011-12-24T00:00:00,20111224,2011,CY 2011,20114,Q4-2011,201112,December 2011,12,December,7,Saturday,2012,FY 2012,2,Q2,20122,Q2-2012,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2011-12-25T00:00:00,20111225,2011,CY 2011,20114,Q4-2011,201112,December 2011,12,December,1,Sunday,2012,FY 2012,2,Q2,20122,Q2-2012,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2011-12-31T00:00:00,20111231,2011,CY 2011,20114,Q4-2011,201112,December 2011,12,December,7,Saturday,2012,FY 2012,2,Q2,20122,Q2-2012,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
2005-12-01T00:00:00,20051201,2005,CY 2005,20054,Q4-2005,200512,December 2005,12,December,5,Thursday,2006,FY 2006,2,Q2,20062,Q2-2006,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
2005-12-02T00:00:00,20051202,2005,CY 2005,20054,Q4-2005,200512,December 2005,12,December,6,Friday,2006,FY 2006,2,Q2,20062,Q2-2006,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
2005-12-05T00:00:00,20051205,2005,CY 2005,20054,Q4-2005,200512,December 2005,12,December,2,Monday,2006,FY 2006,2,Q2,20062,Q2-2006,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
2005-12-06T00:00:00,20051206,2005,CY 2005,20054,Q4-2005,200512,December 2005,12,December,3,Tuesday,2006,FY 2006,2,Q2,20062,Q2-2006,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
2005-12-07T00:00:00,20051207,2005,CY 2005,20054,Q4-2005,200512,December 2005,12,December,4,Wednesday,2006,FY 2006,2,Q2,20062,Q2-2006,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
